term,E,P,A,E2,P2,A2
disregard,-1.4,0.65,-0.12,-1.4,0.65,-0.12
district_attorney,1.02,2.52,1.12,1.02,2.52,1.12
divorce,-1.6,0.95,0.42,-1.6,0.95,0.42
divorce_lawyer,-0.45,1.94,1.04,-0.45,1.94,1.04
divorcee,-1.11,0.03,0.17,-1.11,0.03,0.17
do_nothing,-1.96,-2.59,-2.27,-1.96,-2.59,-2.27
doctor,2.73,2.94,0.21,2.73,2.94,0.21
doll,1.1,-1.59,-2.21,1.1,-1.59,-2.21
dolt,-0.86,-0.99,-0.73,-0.86,-0.99,-0.73
dope,-1.34,-1.43,-1.12,-1.34,-1.43,-1.12
drag_queen,0.13,0.42,2.12,0.13,0.42,2.12
dropout,-1.98,-2.3,-1.01,-1.98,-2.3,-1.01
drug_addict,-2.5,-2.46,-0.05,-2.5,-2.46,-0.05
drug_dealer,-2.26,1.57,-0.73,-2.26,1.57,-0.73
drunk,-1.5,-1.21,1.66,-1.5,-1.21,1.66
drunkard,-2.29,-1.65,0.86,-2.29,-1.65,0.86
dummy,-1.4,-2.23,-1.49,-1.4,-2.23,-1.49
dunce,-1.69,-2.14,-0.96,-1.69,-2.14,-0.96
economist,0.97,1.03,-0.02,0.97,1.03,-0.02
editor,1.09,1.64,0.15,1.09,1.64,0.15
education_administrator,1.4,2.15,0.64,1.4,2.15,0.64
educator,2.57,2.59,0.6,2.57,2.59,0.6
electrical_engineer,1.79,1.66,0.3,1.79,1.66,0.3
electrical_linesman,1,0.56,0.34,1,0.56,0.34
electrician,1.24,0.44,-0.2,1.24,0.44,-0.2
elementary_school_student,1.29,-0.95,2.26,1.29,-0.95,2.26
elementary_school_teacher,2.72,1.72,0.93,2.72,1.72,0.93
employee,1.14,-0.38,0.3,1.14,-0.38,0.3
employer,1.5,2.47,0.63,1.5,2.47,0.63
enemy,-2.73,1.38,1.17,-2.73,1.38,1.17
engineer,1.72,2,0.45,1.72,2,0.45
entrepreneur,1.62,1.99,2.13,1.62,1.99,2.13
environmentalist,1.95,0.8,0.91,1.95,0.8,0.91
evangelical_Christian,0.7,0.73,0.84,0.7,0.73,0.84
evangelist,0.81,1.17,1.18,0.81,1.17,1.18
evildoer,-3.46,1.88,0.89,-3.46,1.88,0.89
ex_boyfriend,-1.2,-0.61,0.46,-1.2,-0.61,0.46
ex_convict,-1.13,-0.97,0.34,-1.13,-0.97,0.34
ex_girlfriend,-1.07,0.22,0.71,-1.07,0.22,0.71
ex_husband,-1.48,-0.4,0.14,-1.48,-0.4,0.14
ex_wife,-1.52,0.26,0.97,-1.52,0.26,0.97
executioner,-1.83,2.77,0.19,-1.83,2.77,0.19
executive,0.92,2.83,1.42,0.92,2.83,1.42
expert,2,2.78,0.56,2,2.78,0.56
extrovert,1.29,1.62,2.64,1.29,1.62,2.64
eyewitness,1.52,1.87,-0.02,1.52,1.87,-0.02
failure,-2.26,-0.73,-0.55,-2.26,-0.73,-0.55
fan,1.73,0.89,2.16,1.73,0.89,2.16
fanatic,-0.29,0.5,2.54,-0.29,0.5,2.54
farm_laborer,1.56,0.11,-0.24,1.56,0.11,-0.24
farmer,2.16,0.42,-0.51,2.16,0.42,-0.51
fast_food_server,0.69,-1.05,0.94,0.69,-1.05,0.94
father,2.57,2.85,0.63,2.57,2.85,0.63
father_my,2.34,2.41,0.06,2.34,2.41,0.06
father_in_law,1.38,1.73,0.23,1.38,1.73,0.23
fellow,1.32,0.53,-0.04,1.32,0.53,-0.04
felon,-2.68,-0.23,0.88,-2.68,-0.23,0.88
female,1.78,0.83,0.84,1.78,0.83,0.84
feminist,0.7,0.94,1.71,0.7,0.94,1.71
fiance,2.39,1.97,0.61,2.39,1.97,0.61
fiancee,2.51,1.71,0.73,2.51,1.71,0.73
fiend,-1.51,0.63,1,-1.51,0.63,1
fighter,0.75,2.42,2.26,0.75,2.42,2.26
file_clerk,0.52,-1.04,-1.18,0.52,-1.04,-1.18
film_star,0.4,1.76,1.74,0.4,1.76,1.74
fire_investigator,1.92,1.62,0.41,1.92,1.62,0.41
firefighter,3.24,2.96,2.28,3.24,2.96,2.28
firstborn,1.77,1.58,0.71,1.77,1.58,0.71
fisherman,1.41,0.24,-0.87,1.41,0.24,-0.87
flight_attendant,1.43,0.24,0.22,1.43,0.24,0.22
flirt,0.61,0.96,1.59,0.61,0.96,1.59
flunky,-1.67,-1.65,-0.41,-1.67,-1.65,-0.41
follower,-0.08,-1.25,-1.05,-0.08,-1.25,-1.05
fool,-1.52,-1.78,0.7,-1.52,-1.78,0.7
foreigner,1.1,-0.69,0.11,1.1,-0.69,0.11
foreman,0.5,1.09,0.39,0.5,1.09,0.39
forest_ranger,2.04,1.05,-0.2,2.04,1.05,-0.2
foster_child,1.19,-0.47,-0.04,1.19,-0.47,-0.04
foster_daughter,1.55,0.06,-0.28,1.55,0.06,-0.28
foster_father,1.95,1.69,0.19,1.95,1.69,0.19
foster_mother,2.34,1.71,0.27,2.34,1.71,0.27
foster_parent,2.27,1.87,0.47,2.27,1.87,0.47
foster_son,0.97,-0.38,-0.04,0.97,-0.38,-0.04
freak,-0.51,-0.39,0.42,-0.51,-0.39,0.42
freeloader,-2.33,-1.97,-0.53,-2.33,-1.97,-0.53
friend,3.44,2.6,1.08,3.44,2.6,1.08
fugitive,-1.77,-0.88,0.4,-1.77,-0.88,0.4
fundamentalist,-0.25,0.65,0.47,-0.25,0.65,0.47
fundraiser,2.72,2.37,1.44,2.72,2.37,1.44
funeral_director,0.84,0.61,-1.44,0.84,0.61,-1.44
gal,1.9,0.71,0.71,1.9,0.71,0.71
gambler,-1.13,-1.08,1.61,-1.13,-1.08,1.61
gamer,0.37,-0.17,0.73,0.37,-0.17,0.73
gangster,-2.31,1.18,2.07,-2.31,1.18,2.07
garbage_collector,1.18,-0.66,0.45,1.18,-0.66,0.45
gas_station_attendant,0.72,-1.07,-0.41,0.72,-1.07,-0.41
gay,0.77,0.05,0.79,0.77,0.05,0.79
geek,1.49,0.56,-1.09,1.49,0.56,-1.09
genius,2.15,2.62,-0.06,2.15,2.62,-0.06
gentleman,3.17,2.17,-0.2,3.17,2.17,-0.2
geologist,1.3,0.33,-1.13,1.3,0.33,-1.13
girl,2.12,1.46,1.18,2.12,1.46,1.18
girl_scout,2.12,-0.23,0.85,2.12,-0.23,0.85
girlfriend,2.09,1.37,1.08,2.09,1.37,1.08
glutton,-1.88,-0.54,-0.01,-1.88,-0.54,-0.01
gold_digger,-2.5,-0.45,0.72,-2.5,-0.45,0.72
golfer,0.68,0.19,-1.42,0.68,0.19,-1.42
goon,-1.52,-0.34,1.05,-1.52,-0.34,1.05
gossip,-2.12,0.94,1.67,-2.12,0.94,1.67
governor,0.68,2.18,0.6,0.68,2.18,0.6
graduate_student,1.99,1.11,0.13,1.99,1.11,0.13
grandchild,2.46,-0.53,2.21,2.46,-0.53,2.21
granddaughter,2.04,0.27,1.19,2.04,0.27,1.19
grandfather,2.75,1.64,-0.87,2.75,1.64,-0.87
grandmother,2.73,0.83,-1.06,2.73,0.83,-1.06
grandparent,2.73,1.81,-1.22,2.73,1.81,-1.22
grandson,2.11,0.37,1.65,2.11,0.37,1.65
granny,2.68,0.54,-1.78,2.68,0.54,-1.78
grind,0.48,1.55,1.05,0.48,1.55,1.05
grouch,-2.39,-1.18,-0.7,-2.39,-1.18,-0.7
grownup,0.99,1.98,0.08,0.99,1.98,0.08
guest,1.43,0.19,0.23,1.43,0.19,0.23
gunman,-2.22,2.38,1.21,-2.22,2.38,1.21
guy,0.83,1.35,1.15,0.83,1.35,1.15
hairdresser,1.57,-0.02,1.11,1.57,-0.02,1.11
hairstylist,1.73,0.53,0.8,1.73,0.53,0.8
half_brother,0.95,0.41,0.43,0.95,0.41,0.43
half_sister,0.65,0.2,0.47,0.65,0.2,0.47
half_wit,-1.64,-1.83,-0.79,-1.64,-1.83,-0.79
handicapped_person,0.46,-0.92,-1.27,0.46,-0.92,-1.27
handyman,1.75,1.06,0.65,1.75,1.06,0.65
has_been,-0.93,-1.98,-0.73,-0.93,-1.98,-0.73
heel,0.35,0.53,0.28,0.35,0.53,0.28
helper,2.84,1.77,0.56,2.84,1.77,0.56
henchman,-1.89,-0.18,0.41,-1.89,-0.18,0.41
hermit,-0.12,-1.49,-2.4,-0.12,-1.49,-2.4
hero,3.68,3.48,1.46,3.68,3.48,1.46
heterosexual,1.33,0.99,0.39,1.33,0.99,0.39
hick,-0.31,-0.74,0.64,-0.31,-0.74,0.64
hillbilly,-0.68,-1.34,0.32,-0.68,-1.34,0.32
hippie,0.65,-0.78,-0.39,0.65,-0.78,-0.39
hipster,-0.01,-0.5,-0.31,-0.01,-0.5,-0.31
homeless_person,-0.62,-2.42,-1.19,-0.62,-2.42,-1.19
homosexual,0.5,0.07,0.72,0.5,0.07,0.72
hooker,-1.54,-1.76,0.61,-1.54,-1.76,0.61
host,2.2,1.74,1.57,2.2,1.74,1.57
hostage,-1.62,-2.92,-1.46,-1.62,-2.92,-1.46
hostess,1.81,0.05,0.98,1.81,0.05,0.98
hothead,-1.89,-0.45,2.73,-1.89,-0.45,2.73
hotshot,-0.96,1.07,2.51,-0.96,1.07,2.51
housebreaker,-2.84,0.97,0.96,-2.84,0.97,0.96
houseguest,1.46,-0.19,0.31,1.46,-0.19,0.31
housekeeper,1.44,-0.8,-0.52,1.44,-0.8,-0.52
housewife,1.67,0.05,-0.03,1.67,0.05,-0.03
hunk,0.82,1.51,1,0.82,1.51,1
husband,2.21,1.76,0.36,2.21,1.76,0.36
hypochondriac,-1.41,-1.71,0.36,-1.41,-1.71,0.36
hypocrite,-2.64,-1.26,1.08,-2.64,-1.26,1.08
idiot,-2.17,-1.7,0.27,-2.17,-1.7,0.27
illegitimate_child,-0.73,-0.78,-0.05,-0.73,-0.78,-0.05
imbecile,-2.49,-1.95,-0.01,-2.49,-1.95,-0.01
immigrant,0.7,-0.78,-0.05,0.7,-0.78,-0.05
immigration_officer,0.06,1.68,0.86,0.06,1.68,0.86
in_law,0.42,0.95,1.19,0.42,0.95,1.19
infant,2.26,-2.32,1.13,2.26,-2.32,1.13
informant,0.37,1.48,-0.24,0.37,1.48,-0.24
informer,0.8,1.44,0.39,0.8,1.44,0.39
inmate,-1.64,-1.42,0.03,-1.64,-1.42,0.03
innocent,1.81,-0.65,-1.05,1.81,-0.65,-1.05
insider,0.73,2.08,-0.45,0.73,2.08,-0.45
inspector,0.55,1.58,-0.71,0.55,1.58,-0.71
instructor,1.8,1.99,0.69,1.8,1.99,0.69
insurance_agent,0.64,0.68,0.19,0.64,0.68,0.19
insurance_claims_investigator,0,1.18,0.06,0,1.18,0.06
intellectual,2.08,2.52,0.11,2.08,2.52,0.11
intern,1.51,-1.38,0.04,1.51,-1.38,0.04
interpreter,2.16,1.95,0.88,2.16,1.95,0.88
interrogator,-0.21,2.28,1.32,-0.21,2.28,1.32
interviewer,0.63,1.83,0.83,0.63,1.83,0.83
intimate,2.1,1.9,0,2.1,1.9,0
introvert,0.15,-0.87,-2.56,0.15,-0.87,-2.56
intruder,-3.03,0.91,-0.05,-3.03,0.91,-0.05
invalid,-0.98,-1.66,-0.69,-0.98,-1.66,-0.69
investigator,1.62,2.02,0.19,1.62,2.02,0.19
jackass,-2.55,-0.56,2.12,-2.55,-0.56,2.12
janitor,1.44,-1.01,-1.04,1.44,-1.01,-1.04
jerk,-2.64,0.01,1.82,-2.64,0.01,1.82
jeweler,0.79,0.49,-0.63,0.79,0.49,-0.63
job_seeker,1.43,-0.49,0.47,1.43,-0.49,0.47
jock,0.08,1.87,2.14,0.08,1.87,2.14
journalist,0.76,1.48,1.01,0.76,1.48,1.01
judge,1.18,2.52,-0.15,1.18,2.52,-0.15
junkie,-1.95,-1.95,-0.25,-1.95,-1.95,-0.25
juror,0.97,2.46,-1.22,0.97,2.46,-1.22
jury_foreman,0.64,1.3,-0.06,0.64,1.3,-0.06
juvenile,-0.22,-1.07,1.32,-0.22,-1.07,1.32
kid,1.18,-1.42,2.45,1.18,-1.42,2.45
kidnapper,-3.83,1.19,-0.04,-3.83,1.19,-0.04
killjoy,-2.22,0.7,-0.25,-2.22,0.7,-0.25
klutz,-0.78,-1.35,1.29,-0.78,-1.35,1.29
know_it_all,-1.53,0.4,1.71,-1.53,0.4,1.71
kook,-0.35,-0.19,0.94,-0.35,-0.19,0.94
labor_union_leader,0.6,2.07,1.92,0.6,2.07,1.92
laborer,0.94,-0.35,0.43,0.94,-0.35,0.43
lackey,-0.38,-1.25,-0.45,-0.38,-1.25,-0.45
lady,1.88,1.05,0.25,1.88,1.05,0.25
laid_off_worker,-1.39,-2.11,-1.05,-1.39,-2.11,-1.05
landlady,0.16,1.71,0.62,0.16,1.71,0.62
landlord,0.12,2.08,0.61,0.12,2.08,0.61
landscape_architect,1.71,1.16,-0.32,1.71,1.16,-0.32
landscaper,1.17,0.06,0.33,1.17,0.06,0.33
law_student,1.48,1.71,0.2,1.48,1.71,0.2
lawyer,0.88,2.65,1.78,0.88,2.65,1.78
leader,2.34,3.14,1.33,2.34,3.14,1.33
lecturer,1.28,1.76,0.39,1.28,1.76,0.39
legislator,-0.08,2.26,0.23,-0.08,2.26,0.23
lesbian,0.57,0.13,0.46,0.57,0.13,0.46
liar,-2.84,0.16,0.16,-2.84,0.16,0.16
liberal,0.77,0.81,1.36,0.77,0.81,1.36
librarian,1.96,-0.46,-2.12,1.96,-0.46,-2.12
library_assistant,1.56,-0.45,-2,1.56,-0.45,-2
little_brother,1.77,-0.41,1.95,1.77,-0.41,1.95
little_sister,1.96,-0.47,1.57,1.96,-0.47,1.57
loafer,-0.96,-1.34,-1.7,-0.96,-1.34,-1.7
loan_shark,-1.72,1.82,0.49,-1.72,1.82,0.49
lobby_attendant,1.19,-0.48,-0.22,1.19,-0.48,-0.22
lobbyist,-0.04,1.56,1.68,-0.04,1.56,1.68
locksmith,1.16,0.75,-0.43,1.16,0.75,-0.43
logger,0.77,1.07,0.66,0.77,1.07,0.66
loner,-0.46,-0.88,-2.09,-0.46,-0.88,-2.09
loser,-1.85,-2.5,-1.44,-1.85,-2.5,-1.44
louse,-1.25,-0.74,0.22,-1.25,-0.74,0.22
lout,-0.93,-0.28,-0.26,-0.93,-0.28,-0.26
lover,2.66,2.71,0.69,2.66,2.71,0.69
lunatic,-2.25,-0.17,2,-2.25,-0.17,2
machine_operator_in_a_factory,0.9,0.34,1.14,0.9,0.34,1.14
machine_repairer,1.41,1.1,0.69,1.41,1.1,0.69
madman,-2.23,0.82,2.3,-2.23,0.82,2.3
mafioso,-0.87,1.32,0.29,-0.87,1.32,0.29
magician,1.12,0.72,1.83,1.12,0.72,1.83
maid,1.54,-1.03,-0.77,1.54,-1.03,-0.77
maiden,1.04,-0.79,-0.69,1.04,-0.79,-0.69
mail_carrier,2.03,-0.08,-0.19,2.03,-0.08,-0.19
malcontent,-1.63,-0.16,0.22,-1.63,-0.16,0.22
male,1.07,2.01,1.05,1.07,2.01,1.05
malingerer,-1.51,0.07,-0.58,-1.51,0.07,-0.58
man,1.19,1.75,0.68,1.19,1.75,0.68
manager,1.2,2.66,1.3,1.2,2.66,1.3
manager_of_branch_store,1.19,1.38,1.2,1.19,1.38,1.2
maniac,-1.99,0.55,1.63,-1.99,0.55,1.63
marine,2.58,2.81,1.09,2.58,2.81,1.09
mastermind,0.72,2.87,0.79,0.72,2.87,0.79
maverick,0.74,1.25,1.45,0.74,1.25,1.45
mayor,1.07,1.99,0.83,1.07,1.99,0.83
mechanical_engineer,1.63,1.72,-0.03,1.63,1.72,-0.03
medic,2.83,2.67,2.02,2.83,2.67,2.02
menace,-2.52,0.51,1.77,-2.52,0.51,1.77
mental_case,-1.26,-0.53,0.51,-1.26,-0.53,0.51
mental_patient,-0.48,-1.57,-0.14,-0.48,-1.57,-0.14
mentor,3.12,2.97,0.19,3.12,2.97,0.19
merchant,0.79,0.39,1.35,0.79,0.39,1.35
midget,0.42,-0.6,0.08,0.42,-0.6,0.08
migrant_worker,0.74,-1.12,0.1,0.74,-1.12,0.1
millionaire,0.43,2.57,1.18,0.43,2.57,1.18
miner,0.87,-0.06,0.44,0.87,-0.06,0.44
minister,1.69,2.1,0.69,1.69,2.1,0.69
minor,0.18,-1.4,1.08,0.18,-1.4,1.08
minority,1.01,-0.73,0.15,1.01,-0.73,0.15
miser,-1.58,-0.66,-1.12,-1.58,-0.66,-1.12
missionary,2.23,1.39,0.13,2.23,1.39,0.13
mistress,-2.29,-0.22,0.12,-2.29,-0.22,0.12
mobster,-2.48,2.49,1.56,-2.48,2.49,1.56
moron,-2.15,-2.1,0.03,-2.15,-2.1,0.03
motel_owner,0.38,0.3,0.09,0.38,0.3,0.09
mother,3.1,2.71,0.82,3.1,2.71,0.82
mother_in_law,1.01,1.32,1.37,1.01,1.32,1.37
mother_in_law_maternal,0.54,1.42,1.3,0.54,1.42,1.3
mourner,-0.23,-1.72,-1.62,-0.23,-1.72,-1.62
mugger,-3.58,1.23,1.12,-3.58,1.23,1.12
murderer,-3.88,1.8,0.01,-3.88,1.8,0.01
murderess,-3.18,1.67,0.2,-3.18,1.67,0.2
music_director,1.5,1.33,1.38,1.5,1.33,1.38
musician,1.86,1.37,1.74,1.86,1.37,1.74
myself_as_I_really_am,2.13,1.11,0.67,2.13,1.11,0.67
myself_as_I_would_like_to_be,3.16,2.43,0.89,3.16,2.43,0.89
myself_as_others_see_me,2.22,1.16,0.39,2.22,1.16,0.39
myself_as_others_would_like_me_to_be,2.44,1.11,0.88,2.44,1.11,0.88
negotiator,1.9,2.4,0.58,1.9,2.4,0.58
neighbor,1.45,0.52,0.16,1.45,0.52,0.16
nephew,1.88,-0.27,1.49,1.88,-0.27,1.49
neurotic,-1.16,-0.46,1.44,-1.16,-0.46,1.44
newcomer,0.79,-1.01,-0.87,0.79,-1.01,-0.87
newlywed,2.25,1.46,1.72,2.25,1.46,1.72
newscaster,0.8,1.63,2.24,0.8,1.63,2.24
niece,1.91,-0.43,0.77,1.91,-0.43,0.77
night_watchman,1.58,1.19,-1.44,1.58,1.19,-1.44
ninny,-1.32,-1.95,-0.66,-1.32,-1.95,-0.66
nitwit,-1.67,-1.64,-0.24,-1.67,-1.64,-0.24
nobody,-0.54,-2.78,-2.31,-0.54,-2.78,-2.31
nonconformist,0.84,0.75,0.79,0.84,0.75,0.79
nonsmoker,2.25,1.29,-0.1,2.25,1.29,-0.1
novice,-0.19,-1.56,-0.83,-0.19,-1.56,-0.83
nurse,2.86,1.89,0.65,2.86,1.89,0.65
nursing_assistant,2.28,0.86,0.47,2.28,0.86,0.47
nut,0.03,-0.83,0.21,0.03,-0.83,0.21
nutritionist,2.31,1.13,0.32,2.31,1.13,0.32
oddball,0.22,-0.48,-0.02,0.22,-0.48,-0.02
offender,-2.4,0.6,1.31,-2.4,0.6,1.31
old_geezer,0.29,-0.84,-1.92,0.29,-0.84,-1.92
old_man,1.54,-0.58,-2.09,1.54,-0.58,-2.09
online_merchant,0.71,0.73,0.34,0.71,0.73,0.34
