aloof,-0.9013,-1.2050,-1.3296,2.0323,1.7186,0.2704,1.7186,2.5944,0.6687,0.2704,0.6687,3.7126
appreciative,3.1824,2.4227,-0.0721,0.8906,0.7283,-0.1946,0.7283,1.8913,-0.2475,-0.1946,-0.2475,2.9251
deprave,-2.2547,-0.1232,-0.1326,0.8933,-0.2034,0.1250,-0.2034,3.7999,0.8062,0.1250,0.8062,2.7546
apathetic,-1.3369,-0.8438,-1.7912,3.7535,2.0952,2.3970,2.0952,5.8311,2.5542,2.3970,2.5542,3.3648
surprised,1.4796,1.3151,2.3139,2.5073,1.1349,0.5235,1.1349,3.6257,0.5461,0.5235,0.5461,1.3842
optimistic,2.9939,2.7216,1.1629,2.1250,1.9210,0.9230,1.9210,2.4211,1.0753,0.9230,1.0753,4.2216
inexact,-1.4950,-0.4275,-0.0325,0.9651,0.2127,-0.2239,0.2127,1.8759,-0.6066,-0.2239,-0.6066,1.7690
forgetful,-2.0875,-1.1300,-0.9150,1.0883,0.5462,-0.0315,0.5462,3.5889,-0.5492,-0.0315,-0.5492,2.4070
bad,-3.3205,0.5103,1.3538,1.1822,-0.2422,-0.2418,-0.2422,5.6599,0.7309,-0.2418,0.7309,2.5358
faithful,2.9692,2.5744,-1.0846,2.0969,1.5479,-0.4337,1.5479,2.5293,0.2083,-0.4337,0.2083,3.2150
compulsive,-0.5872,-0.1205,1.5513,2.1516,1.0682,-0.3360,1.0682,3.0974,0.6769,-0.3360,0.6769,2.3990
boring,-1.6576,-1.8950,-2.3975,1.1117,0.7795,0.3155,0.7795,1.5149,0.5995,0.3155,0.5995,1.4402
outspoken,0.9575,1.9925,1.9525,2.3666,1.3539,0.3528,1.3539,1.6115,0.6927,0.3528,0.6927,1.7893
rational,2.6600,2.1525,-1.0475,1.1727,0.8937,-0.3556,0.8937,1.6708,0.1656,-0.3556,0.1656,2.8415
fun-loving,2.6400,1.7500,1.4800,1.6065,1.4536,0.5232,1.4536,2.1626,0.4200,0.5232,0.4200,1.8612
disloyal,-3.1200,0.0225,0.2525,1.7672,0.1567,-0.3389,0.1567,8.4095,1.2677,-0.3389,1.2677,3.8605
downhearted,-2.1700,-1.1175,-1.7975,1.6945,0.6916,1.1642,0.6916,4.3196,0.8990,1.1642,0.8990,1.8448
unconventional,0.8154,0.9282,0.6692,2.3245,1.6177,0.6657,1.6177,2.2900,0.5067,0.6657,0.5067,2.2669
elderly,0.5975,-0.4400,-2.1500,1.8019,0.1630,-0.2303,0.1630,2.6804,0.3842,-0.2303,0.3842,1.0753
fickle,-1.4344,-1.2969,-0.2281,1.6140,0.4911,0.1527,0.4911,1.2125,0.3956,0.1527,0.3956,2.0873
successful,3.1100,3.1750,0.7750,1.1337,0.5282,0.2220,0.5282,0.8901,0.8104,0.2220,0.8104,3.8829
superstitious,-0.7410,-0.4769,-0.1461,1.5884,1.1724,0.0920,1.1724,2.0403,0.1082,0.0920,0.1082,1.6867
ecstatic,2.7700,2.3975,2.2800,1.0658,0.7659,0.5584,0.7659,1.1977,0.8887,0.5584,0.8887,1.6272
mean,-2.6650,0.9150,1.5175,1.2736,-0.1764,-0.2167,-0.1764,4.1906,0.5282,-0.2167,0.5282,2.1236
excited,2.8125,2.2475,2.1600,0.9883,0.6355,0.2651,0.6355,1.1939,0.2866,0.2651,0.2866,1.2420
curious,2.3800,1.9075,0.4725,1.2212,0.7428,0.0656,0.7428,1.4264,0.4617,0.0656,0.4617,3.0435
mature,2.6525,2.5450,-0.8000,1.3153,0.8173,0.0154,0.8173,0.9400,-0.0826,0.0154,-0.0826,2.3237
irked,-2.0757,-0.0865,0.5325,1.0080,-0.3756,-0.5622,-0.3756,3.3713,1.1064,-0.5622,1.1064,3.6516
simpleminded,-0.6150,-1.5625,-1.6350,4.4260,2.1980,0.6962,2.1980,3.5941,1.6026,0.6962,1.6026,2.2172
abusive (verbally),-3.2675,1.3850,2.3725,0.9879,-0.3951,-0.4019,-0.3951,8.0726,0.5186,-0.4019,0.5186,2.9862
reverent,1.5724,1.1517,-0.8414,2.3055,1.7625,-0.1133,1.7625,2.9505,-0.2160,-0.1133,-0.2160,1.3933
clean-cut,2.1811,1.5757,-0.3351,1.7616,1.0595,0.4860,1.0595,2.2041,1.1074,0.4860,1.1074,2.3229
powerful,2.0750,3.7812,1.5344,2.7703,0.8515,0.6102,0.8515,1.0519,0.2939,0.6102,0.2939,3.0165
crushed,-2.9719,-0.6406,-0.4063,0.9621,0.5353,0.1829,0.5353,7.4392,1.8043,0.1829,1.8043,4.8111
experienced,3.3843,3.2281,0.4156,0.6453,0.3937,-0.1042,0.3937,0.6389,-0.3663,-0.1042,-0.3663,3.2917
pretty,2.5156,2.0094,-0.0625,1.3510,1.0676,0.0049,1.0676,2.0383,-0.1029,0.0049,-0.1029,2.0676
prejudiced,-3.1063,-0.1531,1.2938,1.0025,0.3526,-0.5136,0.3526,7.0911,0.0869,-0.5136,0.0869,3.8987
grateful,3.3188,2.1531,-0.5438,0.8751,0.7302,0.0002,0.7302,2.7355,-0.2308,0.0002,-0.2308,3.4793
rueful,-1.8905,0.3714,0.2524,1.8609,-0.5942,-0.4875,-0.5942,3.1133,0.3625,-0.4875,0.3625,2.8245
absentminded,-1.7938,-1.6906,-1.5000,1.5620,0.6428,0.3707,0.6428,1.9209,0.0507,0.3707,0.0507,3.4562
amusing,2.6125,1.7406,1.5094,0.8856,0.9653,0.6096,0.9653,1.7831,1.0026,0.6096,1.0026,1.5093
single,0.2156,0.9094,-0.3406,1.0318,0.4670,0.2280,0.4670,1.5460,0.3275,0.2280,0.3275,3.5361
repentant,1.5714,1.3143,-0.8714,2.9140,1.1778,-1.5810,1.1778,3.7813,0.2756,-1.5810,0.2756,3.1110
guilty,-2.4031,-0.2312,-0.6438,4.0493,2.6519,0.5418,2.6519,8.9798,-0.2537,0.5418,-0.2537,4.0677
contrite,0.2500,0.3626,-0.6562,3.1227,2.8013,-1.0197,2.8013,3.3971,-0.7609,-1.0197,-0.7609,1.4680
suspicious,-0.3750,0.6406,-0.7375,1.8813,0.4009,-0.0109,0.4009,2.0206,0.3275,-0.0109,0.3275,2.3516
defiant,-0.9406,0.8406,1.6063,2.8278,1.5657,0.4412,1.5657,4.0051,0.6810,0.4412,0.6810,1.9909
carefree,1.1812,0.6406,0.0594,3.6694,1.9798,-1.2524,1.9798,4.0296,0.6720,-1.2524,0.6720,4.7710
helpless,-2.9375,-3.0344,-1.7063,1.2527,0.0290,0.5069,0.0290,4.1113,-0.0363,0.5069,-0.0363,3.2296
crafty,2.2938,1.8563,-0.2531,1.0916,0.5920,0.0399,0.5920,1.3774,-0.2592,0.0399,-0.2592,3.4556
ordinary,-0.7281,-1.5563,-1.6438,2.4434,1.9810,0.7219,1.9810,2.4799,0.9155,0.7219,0.9155,1.6103
principled,1.8815,1.3148,-0.8000,3.0947,2.7200,-1.8217,2.7200,4.1522,-2.0158,-1.8217,-2.0158,3.8134
panicked,-2.6719,-1.5813,2.5219,1.5395,1.1675,-0.5767,1.1675,6.2171,-0.0274,-0.5767,-0.0274,1.3643
unemployed,-2.6781,-2.4406,-2.1156,1.3734,0.8909,0.3406,0.8909,3.9037,1.3490,0.3406,1.3490,2.5122
courageous,3.1355,3.3065,0.9838,1.2278,0.6958,-0.0751,0.6958,1.4486,0.5121,-0.0751,0.5121,3.7315
unreasonable,-2.5969,-0.7782,1.3000,1.5473,1.0805,-0.5659,1.0805,4.5972,-0.9539,-0.5659,-0.9539,3.4124
belligerent,-2.4903,-0.5968,2.4033,1.9029,0.9903,-1.0921,0.9903,4.7891,-1.0751,-1.0921,-1.0751,2.6242
peeved,-1.9215,-0.8036,0.8214,0.8351,0.3503,-0.1833,0.3503,2.8759,-0.4062,-0.1833,-0.4062,2.3293
warm,2.7813,1.4750,-1.5219,0.7158,0.5748,-0.4924,0.5748,1.5658,-0.0593,-0.4924,-0.0593,2.2916
nasty,-2.8594,-0.4250,1.6156,1.7806,-0.3864,-0.1071,-0.3864,4.7472,-0.7016,-0.1071,-0.7016,1.9987
drunken,-1.3824,-1.5442,1.7353,3.6239,1.3117,-0.4130,1.3117,3.9953,-0.2671,-0.4130,-0.2671,3.0732
inconspicuous,0.4334,0.6273,-1.9576,1.6111,1.0469,-0.5802,1.0469,2.5751,-0.5737,-0.5802,-0.5737,1.6412
unforgiving,-2.7912,-0.8441,-0.9000,1.7293,1.3244,-0.2055,1.3244,6.7722,-0.9045,-0.2055,-0.9045,3.8128
lenient,1.1735,0.3206,-1.1382,1.5530,1.2839,-0.1831,1.2839,2.4273,-0.1640,-0.1831,-0.1640,1.4649
shocked,-0.2529,0.8411,1.0177,1.8947,0.4016,-0.7378,0.4016,3.3098,0.0423,-0.7378,0.0423,2.9263
distant,-1.3853,-0.2588,-2.1000,1.1970,0.5884,0.5443,0.5884,4.3279,-0.1303,0.5443,-0.1303,1.9472
clumsy,-1.1118,-1.2323,0.9647,0.8502,0.2835,0.1020,0.2835,1.1404,0.0951,0.1020,0.0951,2.5339
reserved,1.0970,0.3353,-2.5000,2.6178,2.3171,0.0906,2.3171,3.1904,0.3918,0.0906,0.3918,1.9370
charmed,1.9500,1.7882,0.2029,2.8843,1.0818,-0.1507,1.0818,2.5726,-0.0869,-0.1507,-0.0869,2.3446
kind,3.3765,3.0735,-0.0765,1.7673,0.5281,0.3903,0.5281,1.1190,-0.3233,0.3903,-0.3233,2.1873
loyal,3.4294,3.0000,-0.6177,1.0421,0.7924,-0.2085,0.7924,1.8151,-0.0354,-0.2085,-0.0354,3.0301
upset,-2.7324,-0.8588,-0.8353,0.8114,-0.1744,0.5119,-0.1744,5.2517,-0.7835,0.5119,-0.7835,3.4138
glad,3.2383,2.5823,0.2676,0.7521,0.6807,-0.0082,0.6807,1.4852,0.2382,-0.0082,0.2382,3.8453
stubborn,-1.3412,-0.4236,0.3147,2.8019,2.3969,-0.3157,2.3969,4.1103,-0.6831,-0.3157,-0.6831,3.5978
jubilant,2.9625,2.4094,2.0063,1.6185,0.8130,0.4954,0.8130,3.2505,0.7193,0.4954,0.7193,1.6877
giddy,2.3879,1.2788,2.2546,1.8498,1.1498,0.6907,1.1498,2.8649,1.0194,0.6907,1.0194,1.3181
disgusted,-2.5706,0.2676,0.4265,1.1173,-0.9990,-0.3681,-0.9990,5.8744,0.7236,-0.3681,0.7236,3.1905
considerate,3.3912,2.6353,-0.4029,0.8341,0.7221,-0.0567,0.7221,1.7296,0.0783,-0.0567,0.0783,3.0210
petty,-1.6264,-1.2088,0.4206,4.6093,3.7125,-1.4946,3.7125,5.0940,-1.4325,-1.4946,-1.4325,3.2265
dependable,3.4147,3.0323,-0.1882,1.1225,1.1477,0.0156,1.1477,1.5404,0.0711,0.0156,0.0711,2.0321
cautious,2.1177,1.3765,-1.3941,1.5124,1.1383,0.1602,1.1383,2.8642,0.0340,0.1602,0.0340,2.2328
courteous,3.5273,2.8697,-0.1455,0.6407,0.3621,0.0481,0.3621,1.0666,-0.1424,0.0481,-0.1424,2.7345
homesick,-1.6089,-0.0118,-1.2706,2.9390,-1.2883,0.0851,-1.2883,5.3552,-0.3179,0.0851,-0.3179,2.5173
sociable,2.9235,2.6059,2.4765,0.9151,0.5689,0.2554,0.5689,1.1515,0.2084,0.2554,0.2084,0.9267
extravagant,0.5382,1.4353,1.9147,2.6891,1.6362,-0.3487,1.6362,2.0975,-0.2060,-0.3487,-0.2060,3.1618
sadistic,-2.2407,1.1656,0.3219,4.9682,0.5438,0.4770,0.5438,5.0766,1.5817,0.4770,1.5817,3.6193
talkative,0.6088,0.7912,2.5441,2.4748,1.7034,-0.5652,1.7034,2.4566,0.4740,-0.5652,0.4740,2.0771
gourmet,1.7634,1.3300,0.0967,1.7658,0.5694,0.0326,0.5694,1.3160,0.2260,0.0326,0.2260,2.1894
weak,-2.1235,-3.1500,-1.7883,2.3302,0.8164,0.5873,0.8164,1.0511,0.3888,0.5873,0.3888,2.9913
hesitant,-0.4281,-0.8500,-1.9125,1.7724,1.7022,0.0490,1.7022,3.6852,0.3345,0.0490,0.3345,1.6591
introverted,0.3419,-0.5452,-1.6581,2.3352,1.0716,-0.0575,1.0716,1.7319,1.0706,-0.0575,1.0706,3.0277
violent,-3.0656,1.1312,2.5563,1.7114,0.2009,-0.4872,0.2009,5.3184,1.0444,-0.4872,1.0444,2.3000
wild,0.0438,1.1625,2.7563,1.1819,0.3575,0.1106,0.3575,1.3779,0.0560,0.1106,0.0560,1.0961
psychotic,-2.1344,-0.5688,1.4594,1.2372,0.8540,-0.8959,0.8540,3.0003,-0.4723,-0.8959,-0.4723,2.7761
deflated,-2.2710,-1.5678,-1.8323,0.9574,0.5593,-0.1293,0.5593,3.5511,0.6925,-0.1293,0.6925,1.8390
confident,2.9156,2.9969,0.8500,1.2427,1.0091,0.1605,1.0091,1.3713,0.2383,0.1605,0.2383,2.3439
low,-2.4291,-1.2355,-2.1452,2.1514,0.6895,0.6764,0.6895,5.3337,0.3627,0.6764,0.3627,1.6893
dumb,-2.0781,-2.2719,-0.9594,1.5462,1.3974,0.4768,1.3974,2.2976,0.8075,0.4768,0.8075,4.0935
secretive,-0.2687,0.8468,-2.1125,1.0468,0.3669,0.4737,0.3669,1.5671,0.1957,0.4737,0.1957,2.0999
attractive,2.3375,2.2000,0.4938,1.2256,0.9465,-0.4646,0.9465,2.1426,-0.5513,-0.4646,-0.5513,2.5885
antisocial,-1.6157,-1.8344,-2.6906,2.1478,1.2539,1.0111,1.2539,2.1313,1.1377,1.0111,1.1377,1.8060
quiet,0.8500,0.3094,-3.0031,1.8485,0.9638,0.2869,0.9638,2.3125,0.6231,0.2869,0.6231,3.0442
broad-minded,2.4719,2.2782,-0.1094,1.6317,1.1277,0.0710,1.1277,1.3708,0.0669,0.0710,0.0669,3.1803
independent,2.8157,2.7812,0.2781,1.0839,0.6664,0.0013,0.6664,1.8610,-0.1772,0.0013,-0.1772,2.9269
ambitious,2.7188,2.7500,1.3156,2.0680,1.5341,-0.5467,1.5341,1.9696,-0.4995,-0.5467,-0.4995,3.0041
afraid,-1.6750,-0.9375,-0.6250,2.8788,1.4852,0.1622,1.4852,6.7174,0.1922,0.1622,0.1922,4.0883
adventurous,2.4937,2.3219,1.9906,0.9671,0.6440,0.1548,0.6440,1.2992,0.2402,0.1548,0.2402,1.3951
gullible,-1.6500,-1.5657,-0.5688,1.4510,0.7566,-0.0694,0.7566,2.4850,0.8859,-0.0694,0.8859,3.0118
outraged,-1.4594,0.2531,2.2844,1.6831,0.2427,-0.0573,0.2427,3.7872,-0.2417,-0.0573,-0.2417,1.9594
young,2.4250,0.7125,2.4094,1.8394,1.8600,0.5256,1.8600,5.1206,0.4086,0.5256,0.4086,1.5577
ashamed,-2.2500,-0.3625,-1.5375,1.8922,-0.5288,0.3855,-0.5288,6.4586,1.0294,0.3855,1.0294,2.9979
hardworking,3.1719,2.8844,0.4031,1.8286,0.6557,0.1252,0.6557,3.3374,0.4150,0.1252,0.4150,3.4771
cheerful,2.9907,2.0531,1.8031,1.5208,1.2228,0.7139,1.2228,3.0181,0.4960,0.7139,0.4960,1.5081
nostalgic,1.0862,1.0862,-1.5897,3.2341,-0.3895,-0.3409,-0.3895,2.2898,-0.5709,-0.3409,-0.5709,2.0975
humane,3.0434,2.7200,-0.6701,1.8446,0.8498,-0.3389,0.8498,1.8038,0.3619,-0.3389,0.3619,2.2457
disheartened,-2.3656,-0.4063,-1.1906,1.4282,0.7732,-0.0926,0.7732,5.0561,2.3798,-0.0926,2.3798,2.7978
ungrateful,-3.0563,-1.2844,0.4844,1.1903,0.1283,-0.4305,0.1283,3.9976,1.3577,-0.4305,1.3577,3.2859
mentally retarded,-0.7263,-1.3369,-0.6816,1.2388,0.5088,0.4397,0.5088,2.3355,0.7639,0.4397,0.7639,1.6787
communicative,2.5974,2.5282,1.0487,1.9534,1.5600,0.6080,1.5600,1.9052,0.9517,0.6080,0.9517,2.7989
scornful,-2.1473,0.0861,0.8000,1.2671,0.6088,-0.0608,0.6088,3.3018,0.9977,-0.0608,0.9977,2.5441
imaginative,2.6974,2.5872,0.0257,0.8182,0.7079,0.1057,0.7079,1.5712,0.5569,0.1057,0.5569,3.8841
ugly,-1.3816,-1.0000,-0.7105,1.7718,0.8329,0.7011,0.8329,2.5368,0.8824,0.7011,0.8824,2.7351
shallow,-2.1282,-1.3564,0.4513,1.9737,0.0743,0.1270,0.0743,3.1215,0.0012,0.1270,0.0012,2.8375
grumpy,-2.0846,-0.2949,-0.0051,1.1302,0.0280,-0.3299,0.0280,3.0384,0.3008,-0.3299,0.3008,2.4853
lost,-2.2385,-1.5872,0.4717,2.0940,0.6291,0.3441,0.6291,3.4447,-0.3994,0.3441,-0.3994,4.0242
cool,1.3769,1.2872,0.4205,2.0681,1.4502,0.5229,1.4502,2.1227,0.5592,0.5229,0.5592,2.4049
broken-hearted,-2.9898,-0.0026,-1.5052,2.0546,-0.0755,0.2201,-0.0755,8.9637,1.9907,0.2201,1.9907,3.8183
petrified,-2.9131,-0.8579,0.4500,1.1406,0.5300,0.1800,0.5300,7.6593,-0.2348,0.1800,-0.2348,5.6183
abusive,-3.7026,0.9308,1.8949,0.7039,-0.0321,-0.8505,-0.0321,8.8278,0.1743,-0.8505,0.1743,2.9889
authoritarian,-0.9629,2.1743,1.6972,3.1889,-0.2003,0.0363,-0.2003,3.4467,0.9857,0.0363,0.9857,1.9902
wholesome,2.6487,1.4872,-0.4154,1.1699,0.5408,-0.1374,0.5408,2.4185,0.1133,-0.1374,0.1133,2.4667
awkward,-0.6026,-0.9256,-1.1769,1.7309,0.7905,0.2275,0.7905,2.0425,0.7843,0.2275,0.7843,2.2256
middle-class,0.9436,0.5231,0.0923,1.6599,0.4919,-0.1065,0.4919,1.4007,0.5491,-0.1065,0.5491,1.3108
candid,1.2432,1.0108,0.5000,1.7937,0.8928,0.0859,0.8928,1.8710,0.5279,0.0859,0.5279,1.8795
powerless,-2.7102,-3.5051,-1.8205,0.8104,-0.0569,0.5222,-0.0569,3.6856,-0.1599,0.5222,-0.1599,3.7596
good,3.6282,2.4436,-0.2333,0.6310,0.4603,0.1343,0.4603,1.8909,0.4317,0.1343,0.4317,2.1244
reliable,3.5102,2.8180,0.0872,0.6336,0.3956,0.2878,0.3956,1.3072,0.5108,0.2878,0.5108,2.8896
dull,-2.0421,-2.0869,-2.4947,1.1760,0.3887,0.3324,0.3887,1.8027,0.6124,0.3324,0.6124,1.1324
envious,-2.0846,-0.4282,-0.5769,0.8597,-0.2924,-0.0345,-0.2924,4.4563,0.6158,-0.0345,0.6158,2.7408
awe-struck,1.3231,0.9872,0.1718,2.0277,1.1996,0.6436,1.1996,3.4450,0.2310,0.6436,0.2310,3.5541
strict,-0.0308,1.3846,1.0359,1.7102,-0.2402,-0.4973,-0.2402,2.0423,0.8090,-0.4973,0.8090,1.7440
gregarious,0.7154,1.1731,1.4769,4.2693,2.9280,0.1031,2.9280,2.9830,0.2877,0.1031,0.2877,1.1659
resourceful,2.9077,2.2615,0.2154,0.9355,1.0382,-0.0417,1.0382,2.8098,-0.3831,-0.0417,-0.3831,1.9329
flamboyant,-0.0162,0.3903,2.1581,1.4954,0.6508,0.2130,0.6508,2.4396,0.5459,0.2130,0.5459,1.8452
gloomy,-2.1533,-0.9866,-2.0200,1.4246,0.7090,0.5913,0.7090,3.3067,0.1361,0.5913,0.1361,1.1789
indecisive,-1.6645,-1.7936,-1.3936,1.4270,1.0981,0.1537,1.0981,2.8546,1.0133,0.1537,1.0133,3.7013
quarrelsome,-1.9633,0.3567,2.3434,1.6769,-0.3469,-1.0644,-0.3469,2.3978,0.4285,-1.0644,0.4285,1.3246
tolerant,2.5033,1.8567,-0.8400,3.2478,1.8036,0.4812,1.8036,1.8728,0.0783,0.4812,0.0783,2.5770
average,-0.5031,-1.1906,-0.5750,1.6551,1.1797,0.6330,1.1797,1.8893,0.7143,0.6330,0.7143,1.0103
affected,-0.1282,0.1906,0.0438,1.5576,-0.4395,0.5932,-0.4395,3.2868,-0.0302,0.5932,-0.0302,0.9490
cantankerous,-1.2751,-0.0812,0.9625,1.9566,1.1287,-0.4777,1.1287,2.7055,-1.2973,-0.4777,-1.2973,2.9358
passive,-0.5187,-1.5406,-1.9063,2.0926,1.0969,0.9989,1.0969,1.6703,0.3181,0.9989,0.3181,2.3928
cooperative,2.4156,1.7844,-0.6625,1.4569,0.8522,-0.0916,0.8522,1.7053,-0.8394,-0.0916,-0.8394,1.7088
pompous,-1.4700,0.3433,1.3534,2.8490,0.9631,0.1204,0.9631,3.0067,1.0841,0.1204,1.0841,3.6577
poised,1.2968,1.2194,-1.0613,4.8689,3.3014,0.0395,3.3014,3.3082,0.2759,0.0395,0.2759,2.6511
fashionable,1.4594,1.0344,0.4813,1.2238,0.8628,-0.2118,0.8628,1.9546,0.0813,-0.2118,0.0813,1.0707
snowed,0.1100,0.0000,-0.4200,2.8421,1.5548,-0.2519,1.5548,3.1304,0.9856,-0.2519,0.9856,2.2365
vivacious,1.4822,1.3036,2.0072,2.2274,0.8279,1.0182,0.8279,1.2538,1.2526,1.0182,1.2526,1.9791
forgiving,2.8063,2.3219,-1.0781,1.4948,0.5657,-0.5540,0.5657,3.2714,0.1344,-0.5540,0.1344,1.9063
perceptive,2.3907,2.2125,-0.4468,1.5866,0.9063,-0.1278,0.9063,1.2244,-0.2519,-0.1278,-0.2519,2.6593
stupid,-2.2563,-2.2813,-1.1781,2.2238,1.5539,0.9958,1.5539,3.3480,0.4676,0.9958,0.4676,4.7236
dejected,-2.3250,-0.9143,-1.1286,1.8655,1.5078,0.5093,1.5078,4.5865,0.5037,0.5093,0.5037,2.2185
playful,2.2355,0.7387,1.4291,1.3758,0.5666,0.4416,0.5666,2.1131,-0.5328,0.4416,-0.5328,2.7614
raunchy,-0.8406,0.1438,1.4563,2.2844,0.9264,-0.4624,0.9264,2.4799,0.1214,-0.4624,0.1214,2.5406
furious,-1.4063,0.5563,1.6687,1.7665,0.5646,-0.8038,0.5646,4.1366,0.5141,-0.8038,0.5141,2.5912
